URL,Content_title,Contents,Sentiment,Keyword
https://www.eurosport.com/football/transfers-1/2021-2022/borussia-dortmund-battle-with-manchester-united-to-sign-sebastien-haller-as-erling-haaland-replaceme_sto8904318/story.shtml,Borussia Dortmund battle with Manchester United to sign Sebastien Haller as Erling Haaland replacement – Paper Round,"Manchester United and Borussia Dortmund are ready to fight over former West Ham United transfer flop Sebastien Haller this summer. Elsewhere, Chelsea have compiled a transfer shortlist to replace the outgoing Antonio Rudiger, Aaron Wan-Bissaka could face a shock summer return to Crystal Palace and Southampton are ready to reject any approaches for club captain James Ward-Prowse. ",neutral,chelsea
https://www.eurosport.com/football/mohamed-salah-and-sam-kerr-named-fwa-footballers-of-the-year-after-breaking-records-for-both-club-an_sto8904491/story.shtml,Mohamed Salah and Sam Kerr named FWA Footballers of the Year after 'breaking records for both club and country',"Salah is on course to finish the season as the Premier League's top scorer, with hopes of firing his team to the title in the remaining matches of the campaign. His goal involvements have been outstanding, with the Egyptian also topping the list of most assists so far. Kerr's also leading the scoring charts in the Women's Super League, where her Chelsea team are close to retaining their title. ",positive,chelsea
https://www.eurosport.com/football/bundesliga/2019-2020/football-news-rb-leipzig-chief-says-timo-werner-s-chelsea-move-is-not-done-yet_sto7768009/story.shtml,Football news - RB Leipzig chief says Timo Werner's Chelsea move is not done yet,RB Leipzig chief executive Oliver Mintzlaff has denied that Chelsea have already sealed a move for Timo Werner. ,neutral,chelsea
https://www.eurosport.com/football/barclays-fa-wsl/2021-2022/manchester-united-ease-past-west-ham-to-keep-champions-league-hopes-alive_sto8907379/story.shtml,"WSL results: Arsenal beat Aston Villa to keep pressure on Chelsea, as Blues secure win at Birmingham","After Manchester City's comprehensive win over Brighton, United had to respond and did so with a straightforward win over West Ham. Later on Sunday, Arsenal crushed Aston Villa 7-0 to keep the pressure up on league leaders Chelsea, and Leicester City shared the points with a goalless draw at home with Reading. ",positive,chelsea
https://www.eurosport.com/football/premier-league/2021-2022/chelsea-must-view-manchester-united-s-decline-as-a-warning-as-they-prepare-for-roman-abramovich-exit_sto8902591/story.shtml,Chelsea must view Manchester United's decline as a warning as they prepare for Roman Abramovich exit,"Manchester United have suffered a remarkable and close to catastrophic decline since the departure of Alex Ferguson and David Gill. Ed Woodward presided over one mistake after another, and the club's struggles should serve as a warning to Chelsea as they prepare for the sale of the club by Roman Abramovich. ",neutral,chelsea
https://www.eurosport.com/football/premier-league/2021-2022/thomas-tuchel-sad-to-see-antonio-rudiger-leave-chelsea-with-real-madrid-transfer-expected-in-summer_sto8902523/story.shtml,Thomas Tuchel sad to see Antonio Rudiger leave Chelsea with Real Madrid transfer expected in summer,"Chelsea look set to lose defender Antonio Rudiger this summer as he is reportedly going to join Real Madrid when his contract expires. Rudiger, 29, has been a key player under Thomas Tuchel, who is not happy to see the German international leave. Rudiger could be available for Chelsea when they face Manchester United in the Premier League on Thursday. ",positive,chelsea
https://www.eurosport.com/football/champions-league/2021-2022/the-champions-league-road-to-where-plus-kai-havertz-shows-romelu-lukaku-the-chelsea-way-the-warm-up_sto8813183/story.shtml,The Champions League road to where? Plus: Kai Havertz shows Romelu Lukaku the Chelsea way – The Warm-Up,"It was dubbed “the road to St Petersburg” but now the Champions League final could be moved from Russia as pressure mounts on UEFA to make the change due to the escalating crisis in eastern Europe. In the meantime, holders Chelsea are looking good to reach the quarter-finals thanks to Kai Havertz, but Juventus have work to do after drawing with Villarreal – despite Dusan Vlahovic’s perfect start. ",positive,chelsea
https://www.eurosport.com/football/champions-league/2021-2022/chelsea-2-0-lille-kai-havertz-christian-pulisic-both-score-in-last-16-first-leg-to-seal-a-comfortabl_sto8811502/story.shtml,"Chelsea 2-0 Lille: Kai Havertz, Christian Pulisic both score in last-16 first leg to seal a comfortable lead","Champions League Round of 16 first leg, Stamford Bridge - Chelsea 2 (Havertz 8', Pulisic 68') Lille 0 ",positive,chelsea
https://www.eurosport.com/football/premier-league/2021-2022/thomas-tuchel-explains-how-kai-havertz-has-stepped-up-for-chelsea-this-season-and-what-he-can-do-bet_sto8804469/story.shtml,Thomas Tuchel explains how Kai Havertz has ‘stepped up’ for Chelsea this season – and what he can do better,"Having scored the winner from the spot in the Club World Cup final against Palmeiras last weekend, Kai Havertz has shown a knack for delivering for Chelsea in the biggest games. While his goal tally still leaves something to be desired, Thomas Tuchel feels that he is on the right track in terms of his overall development. ",negative,chelsea
https://www.eurosport.com/football/premier-league/2021-2022/everton-manager-frank-lampard-returns-to-chelsea-with-career-close-to-an-end-perhaps-the-end_sto8902855/story.shtml,Opinion: Everton manager Frank Lampard returns to Chelsea with questions hanging over his career,Everton manager Frank Lampard could soon be out of a job if he fails to keep the Premier League strugglers up at the end of the season. The former Chelsea midfielder and manager will face his former club this weekend and he could learn from Thomas Tuchel's performance at Stamford Bridge and wonder where to go next. ,negative,chelsea
https://www.football365.com/news/romano-reveals-liverpool-ready-transfer-tchouameni-monaco-manchester-united-chelsea,"Romano reveals Liverpool ‘ready to make their move’ for Man Utd, Chelsea-linked midfielder","Italian journalist Fabrizio Romano has revealed that Liverpool are prepared to go big to bring Monaco midfielder Aurelien Tchouameni to the club this summer. Tchouameni has been coveted by a number of clubs around Europe with both Manchester United and Chelsea linked in recent months. The 22-year-old has played at every age group for France from under-16 all the way up to under-21 before making his first senior appearance in September last year. Would this season be a success if Liverpool won one out of four from here? Tchouameni completed a move from Bordeaux to Monaco in 2020 and has scored six goals in 92 appearances in all competitionsfor theMonégasques, from a mainly defensive midfield position. And now Liverpool – who have put a brilliant squad together in recent years – are ready to bid for the Frenchman this summer, according to Romano, with the Reds “targeting a new midfielder”. “Aurelien Tchouameni is certainly a player being monitored by Liverpool,”Romano wrote on Anfield Watch. “Who have had conversations with the agent of the Monaco midfielder. However, the €45 million price tag – set last summer – is no longer valid. A far higher offer will be needed to prise Tchouameni away from France. “But the 22-year-old is planning for a different experience this summer and that is undoubtedly why Liverpool may be ready to make their move. However, Real Madrid has been following Tchouameni for some time, and the Reds will face competition from other top clubs interested in the French international.” A deal for Fulham attacking midfielder Fabio Carvalho, which collapsed on deadline day in January, is understood to be close with Liverpool to pay “around£5m plus £2.7m in add-ons”. Romano added: “Klopp will also be involved in all the transfer decisions in the coming months and he has already given his green light for the signing of Fulham’sFabio Carvalho. The deal is already closed, the paperwork has been completed in recent days and there is no doubt: Carvalho will soon be announced as the first new signing of the 2022/2023 season, with a long-term contract until June 30, 2027. “The Portuguese talent has already been to the AXA Training Centre to meet with Klopp and he extensively explored Liverpool’s facilities before completing a medical – with Fulham’s permission. “Liverpool will pay around £5m plus £2.7m in add-ons, including a sell-on clause for 20% of Carvalho’s future sale. Liverpool faced competition from other clubs, who had tried to enter the race for his signature in February following the collapsed deal between Liverpool and Fulham on Deadline Day, for reasons of time in completing the contract. “But Carvalho has respected his agreement with the Reds, and the club themselves have an excellent relationship with Fulham after agreeing to keep the terms of the agreement reached in January instead of signing Carvalho on a free transfer this summer. The move has been particularly appreciated at Craven Cottage and future ties between the clubs are likely to be friendly. “Carvalho’s programme for the future is very clear: as things stand there is no planned return to Fulham on loan next season. Liverpool intend to keep Carvalho in the first team and consider him part of the group, but the final confirmation will come during pre-season after Klopp has the chance to assess his new midfielder.” ",positive,chelsea
https://www.football365.com/news/man-utd-keane-hits-out-burnley-over-top-celebrations-watford,Man Utd legend Keane hits out at Burnley for their ‘over the top’ celebrations at Watford,"Roy Keane thinks the Burnley celebrations in their 2-1 victory over Watford at the weekend were “slightly over the top”. An own goal from James Tarkowski had the Clarets 1-0 down at Vicarage Road on Saturday before late goals from Jack Cork and Josh Brownhill turned the game on its head. The comeback victory lifted them five points clear of the relegation zone before Everton beat Chelsea 1-0 on Sunday to close the gap back up to two points. Everton top Premier League winners and losers as Zaha, Arteta, Norwich and Marsch all feature Michael Jackson has now won three matches in a row as caretaker manager after Burnley sacked Sean Dyche last month but Keane thought their celebrations gotunnecessarily out of hand. Keane said on Sky Sports’ Monday Night Football: “Big win obviously to come from a goal down, you see the reaction there. Obviously I don’t mind the manager celebrating but when I see everyone hugging and kissing I think it’s just slightly over the top.” Presenter Dave Jones interjected: “These are big results at stake aren’t they?” Keane continued: “I know, I know. But there has been all season. I think Dyche would’ve got the same results I really do but, listen, the decision is made now but there’s been a good reaction.” Jones then touched on Burnley’s good form and asked Jamie Carragher if that trend is continuing, to which the former Liverpool defender replied: “Yeah, I mean, I think Roy is right, we said that last week. Sometimes a different voice, maybe a slight change, you think of the impact it has maybe had on Dwight McNeil. “He did a great job, Sean Dyche, but it’s something a little bit different. If you just look at the numbers, and of course we’re only talking about four games, so that can be skewed because that’s such a great start. “But when you see the points and the goals, there’s obviously a huge uplift there because they’ve had such a great start. But I think the thing you look at when you go down is goals conceded as well and that’s something you always looked at with Sean Dyche’s team. “I see everyone hugging and kissing – I think it’s slightly over the top” 😤 Roy Keane was NOT happy with these Burnley celebrations ❌ pic.twitter.com/dH1Zhksa7E — Sky Sports Premier League (@SkySportsPL) May 2, 2022 “But, as I said, it’s only four games. The possession is slightly up. Percentage of passes long, a slight difference, we saw that in the goal last week when we went through the goals, you know, playing through the lines a bit more. “And the 10 plus pass sequences is a real big jump. So it looks like the manager is trying to put his own stamp on it. He’s going to try and keep the good things of Sean Dyche, keeping it right, but they’re playing a bit more football. “So they’ve almost changed slightly to play a bit more football, shall we say…”  ",positive,chelsea
https://www.football365.com/news/opinion-ten-players-down-back-premier-league-sofa-thriving-gomez,Top ten players recently found down the back of the Premier League sofa who are thriving,"As the Premier League season enters its final weeks, clubs have started looking deeper into their squads to find a few hidden first-team gems. 10) Juan Mata (Manchester United) The sofa is knackered and living off past glories, while the item dredged from its innards is a little wornand being imminently shifted, but it remains perfectly serviceable and somehow incredibly handsome for an inanimate object. Juan Mata joined the reigning Premier League champions for a club-record fee and will leave them stranded in the Europa League, yet the Spaniard’s reputation has not been even vaguely damaged by eight-and-a-half years wasted at Old Trafford. It seemed to take Manchester United that long and almost as many managers to figure out how best to utilise Mata, who excelled as a No.10 against Brentford on his 15th Premier League start in the last three seasons. Considering those who have been permitted to float around in the sea of mediocrity and been rewarded, his relative lack of recent use has been startling. This renaissance itself is pointless, coming as it does so soon before his departure as a free agent. Yet the contrast between how well Manchester United play with Mata in the side compared to their disjointed performances without a player of his calibre remains telling.  9)Fabian Delph (Everton)The use of players on deals with a looming expiration date can often be polarising. But Everton supporters will likely give no second thought to Fabian Delph’s contract status, provided he continues to help in their quest for survival. The midfielder started three of 19 Premier League matches under Rafael Benitez and none of Duncan Ferguson’s single-game interim reign. Frank Lampard appreciates the “honesty” of a two-time title winner and hoped in April that Delph would be capable of “carrying on with what he did against Manchester United” before necessary discussions over his future were held. The 32-year-old has held up his end of the bargain, replicating those leadership qualities and defensive instincts that thwarted United in a 1-0 win at Goodison Park to secure the same result against Chelsea. Delph also started the 1-1 draw at home to Leicester and will retain that starting place provided his hamstrings hold up.  8)Tim Iroegbunam (Aston Villa)“I thought Tim had some really good moments today. I think you can see the profile, what he is going to become,” said Steven Gerrard, who added after Tim Iroregbunam’s full senior debut against Norwich: “We need him to realise that he is a first-team player. He needs to use his voice more, he needs to keep pushing himself on a daily basis.” There are worse former Premier League midfielders to receive constructive praise from. A cynic might argue thatIroregbunam’s reward for being able to “out-train certain individuals” was timed impeccably for the visit of Norwich, yet the 18-year-old embraced the challenge and further smoothed that pathway Jacob Ramsey first trod. Iroegbunam was upgraded from four Premier League minutes against Brighton in February to a quarter of an hour at Leicester and then a start in the Norwich victory, having been an unused substitute in 14 of the prior 16 fixtures. He failed to make the squad altogether in the other two; that is unlikely to happen again soon.   7)Nathan Collins (Burnley)The alchemy of Sean Dyche might have wavered at Turf Moor but the last season of signings during his reign could have established Burnley’s spine for the next few years. Maxwel Cornet and Wout Weghorst have finally added some new dimensions to the attack, while Aaron Lennon and Wayne Hennessey have been useful enough as elder statesmen. But the purchases of Championship prospects Connor Roberts and Nathan Collins may be the most important of all; both were eased into the side and neither look likely to relinquish their places. Collins has been a particularly influential arrival. Burnley have won five and drawn four of the 14 Premier League games he has started; they have won two and drawn nine of the 20 he has not. Dyche never gave the centre-half more than three consecutive starts but Collins has not missed a single minute of Mike Jackson and company’s caretaker reign. The 21-year-old’s impact has even allowed Ben Mee to step comfortably into that role and the forthcoming exit of James Tarkowski need no longer be of great concern. The reimagining of Burnley’s defence has already started.  6)Oleksandr Zinchenko (Manchester City)The third signing of Pep Guardiola’s Manchester City tenure still has his uses to the Spaniard almost six years later. His first, Ilkay Gundogan, has become a midfield lynchpin at the Etihad, while Nolito was the opening transfer misfire of this monumental reign. Oleksandr Zinchenko’s first-team relevance has never been particularly settled – the most appearances the Ukrainian has ever made in a single Premier League season is 20 – but he can still be relied upon when needed. That has been a little less often this season. Fifteen starts in all competitions represents a low return for Zinchenko, whose Manchester City minutes for the campaign rank in between those of the similarly peripheral Nathan Ake and the fading Fernandinho. The only teams to beat Guardiola’s side when Zinchenko has started are West Ham, Leipzig and Liverpool, stretched across three different competitions. As the season reaches suffocatingly pressurised levels at the top, the 25-year-old can still slot in at a moment’s notice with no discernible detriment in quality.  5) Joe Gomez (Liverpool)The full circle that has been Joe Gomez under Jurgen Klopp at Liverpool is close to completion. Injuries scuppered the defender’s development initially and are the primary reason for his current role as dual back-up. When the German first brought Gomez, it was as a right-back in 2017/18, designed to eventually share the right-back position with Trent Alexander-Arnold by the end of the season. His current status seems to be generally restricted to filling in when the Liverpool academy product needs a rest. Perhaps next he will rekindle the fruitful centre-back partnership with Virgil van Dijk upon which the Reds won the Premier League title. The list of clubs Gomez has started against is revealing: Milan, Benfica, Watford, Newcastle, Nottingham Forest, Preston, Leicester and Norwich three times. It reflects his bit-part function in this winning machine. But Klopp has challenged his squad players to be “ready for the moment when the situation changes” and throughout his regular appraisals of those on the fringes, Gomez is almost always the first to be mentioned. The 24-year-old would start in most other Premier League defences; serving consistent time on the Anfield sidelines will not be a permanent arrangement either way. 4)Mads Bech Sorensen (Brentford)Sixteen Brentford players have featured more often than Mads Bech Sorensen so far this season, but the Danish centre-half might slowly be rising to prominence. Before Boxing Day his campaign was limited to 19 minutes of the opening win against Arsenal. He then started three straight games until January 2, was benched for a couple more matches and returned to face Manchester United as February approached. Ten consecutive fixtures either on the bench or out of the squad altogether followed, before Ethan Pinnock’s injury at Watford opened a first-team door that had been irregularly blowing barely ajar for months. Sorensen finished that Vicarage Road victory, retained his place in the goalless draw against Tottenham and was arguably the best Brentford defender on show at Manchester United, even if that bar remains low in a 3-0 defeat. He,Saman Ghoddos andMads Roerslev have been critical utility players who might have earned Thomas Frank’s trust during their respective stop-start campaigns.  3)Nathaniel Clyne (Crystal Palace)It has been a curious few years for Nathaniel Clyne. Brendan Rodgers signed one of the Premier League’s most dependable right-backs for Liverpool in 2015, and while Klopp might have been plotting an internal upgrade at some point, it was injury that eventually took him out of the side. A back problem suffered in summer 2017 effectively ended Clyne’s time as a regular starter; another pre-season injury, this time to his cruciate knee ligament in July 2019, signalled his quiet farewell the following year. The 31-year-old had left Crystal Palace for Southampton in 2012 but came back as a free agent and trialist by October 2020, training with his former club to regain fitness and soon a 12-month contract that was renewed last August. Clyne has had to accept a subsidiary role under both Roy Hodgson and Patrick Vieira; he didn’t feature in the Premier League from February to December 2021. But an injury to Joel Ward presented an opening that has reinvigorated the erstwhile England international’s career. Clyne’s current run of 10 consecutive Premier League starts is his longest in five years and an enduring testament to his fortitude. Even if Palace intend on sourcing an improvement at right-back in the transfer market, they could do worse than renew Clyne’s terms as a trustworthy reserve. Nathaniel Clyne appreciation tweet The guy doesn’t stop trying, goes about his business quietly, and has been absolutely solid for us Proper palace ❤️💙 pic.twitter.com/rOfwPYvqRH — Benj (@Beniesta_) April 30, 2022   2)Moises Caicedo (Brighton)Graham Potter perhaps understood the unique pressure of having to live up to such a daunting Barclays surname. Felipe Caicedo struck terror into the heart of Premier League defences for two years at Manchester City and surnamesake Moises would have to carry that burden for the rest of his career. Brighton signed the midfielder for £4.5m in February 2021, sat him on the bench as an unused substitute in five Premier League and FA Cup games, nodded astutely as his Ecuador side reached the Copa America quarter-finals, then sent him on loan to Beerschot in Belgium for some season-long fine-tuning. Except Caicedo would return to the coast sooner than planned. An injury to Enock Mwepu and the loss of Yves Bissouma to Africa Cup of Nations duty led to a midfield shortage at Brighton, the solution to which was a January recall for Caicedo. The Seagulls battled through that period regardless and only for the trip to Arsenal did the 20-year-old finally get his long-awaited debut. Brighton’s seven-game winless run was curtailed at the Emirates as Caicedo shone, assisting one goal and displaying the sort of quality Potter has found impossible to resist since. The midfielder has started each of the subsequent four matches as the next stage of Brighton’s transformation comes into full view.  1) Mo Elneny (Arsenal)“Maybe there wasn’t a lot of competition because we were the only club interested in signing him. Not too many people spoke about him and he was basically not much on the radar,” said Arsene Wenger, really milking the excitement of the Arsenal fanbasein January 2016. Plenty of teams have pursued the Egyptian since, from Leicester to Galatasaray and, most recently, Newcastle. A productive year was spent at Besiktas, yet the Turkish giants thought better of exercising their buy option. And so Elneny returned in summer 2020, farmed out under Unai Emery and inherited by Mikel Arteta. The Spaniard has consummate faith in Elneny to deliver when called upon. He started the Community Shield final win over Liverpool almost two years ago, as well as wins at Old Trafford and Stamford Bridge. Heading into this season it was believed that the midfielder would finally leave, yet even when Arteta culled the squad with ruthless abandon, he knew Elneny would be needed at some point. The Egyptian’s only Premier League starts this campaign have come against Manchester United (twice), Chelsea and West Ham and no player has been more crucial to their turnaround over the past fortnight. Elneny’s contract is scheduled to expire this summer but, by his own admission: “If Arsenal say ‘we want you’ I don’t think about leaving. It’s my family for six years. I love this club.'” Arteta will reciprocate that fondness; he could not find a better or more committed and reliable squad option if he tried.  ",positive,chelsea
