,URL,Content_title,Contents,sentiment,datetime,word_search,word_count,link_count,link_same_Domain,link_diff_Domain
10,https://www.bbc.com/sport/cycling,Cycling,"Transgender cyclist Emily Bridges will not compete at Saturday's National Omnium Championships in her first women's event after a ruling by cycling's world governing body.Kelly Catlin was 23 when she took her own life. An Olympic cyclist, she suffered a bad crash in training. Her family believe it changed her.Find out more about our BBC Sport AppHelp & FAQs",positive,1 minute ago,liverpool,0,138,92,46
11,https://www.bbc.com/sport/winter-sports,Winter Sports,"Tony Nash, who won gold for Great Britain in the two-man bobsleigh at the 1964 Winter Olympics, dies aged 85.BBC Sport and Nielsen Gracenote take a look at the best statistics from the 2022 Winter Olympics in Beijing.Check out the BBC Sport Live Guide for details of all the forthcoming live sport on the BBC.Check out the BBC Sport Live Guide for details of all the forthcoming live sport on the BBC.Find out more about our BBC Sport AppHelp & FAQs",positive,5 days ago,liverpool,0,170,122,48
12,https://www.bbc.com/sport/american-football,American Football,"NFL franchises will need to appoint a ""diverse person"" to an offensive assistant coach position as part of the league's new diversity guidance.The Los Angeles Rams went all in to build a star-studded roster. NFL player Jack Crawford introduces the big names aiming to make their Super Bowl gamble pay off.Find out more about our BBC Sport AppHelp & FAQs",positive,1 day ago,liverpool,0,133,85,48
13,https://www.bbc.com/sport/basketball,Basketball,Giannis Antetokounmpo scores 40 points and denies Joel Embiid in the final seconds as the Milwaukee Bucks beat the Philadelphia 76ers 118-116.Find out more about our BBC Sport AppHelp & FAQs,positive,about 11 hours ago,liverpool,0,131,83,48
14,https://www.bbc.com/sport/boxing,Boxing,"Saudi Arabia could host the Oleksandr Usyk-Anthony Joshua rematch in late June, according to the Ukrainian's promoter Alexander Krassyuk.Former world champion Anthony Joshua drops the biggest hint yet that a fight announcement could be imminent.Marvelous Marvin Hagler and Tommy ‘The Hitman’ Hearns met in April 1985 for two and a half of the most explosive rounds in boxing history.Listen again as Muhammad Ali fights undefeated world heavyweight champion George Foreman in Kinshasa.Find out more about our BBC Sport AppHelp & FAQs",positive,1 day ago,liverpool,0,160,91,69
15,https://www.bbc.com/sport/disability-sport,Disability Sport,Twins Scarlett and Eliza Humphreys will draw inspiration from Paralympian clubmates at the World Para Swimming Championships.Musician Shona chose to have her leg amputated after years of pain - now she's a Paralympian.Baroness Tanni Grey-Thompson reflects on Great Britain's performance at the Tokyo Paralympics and what comes next for Para-sport.Vitali Lukianenko wins the men's vision-impaired sprint at the Winter Paralympics in a Ukrainian one-two-three with Oleksandr Kazik and Dmytro Suiarko also on the podium.Vitali Lukianenko wins the men's vision-impaired sprint at the Winter Paralympics in a Ukrainian one-two-three with Oleksandr Kazik and Dmytro Suiarko also on the podium.Find out more about our BBC Sport AppHelp & FAQs,positive,about 6 hours ago,liverpool,0,191,142,49
16,https://www.bbc.com/sport/northern-ireland/gaelic-games,Gaelic Games,"Three Armagh players and two Donegal men are hit by proposed one-match bans following the melee at Sunday's Football League game.After learning his managerial craft under Peter Canavan, Kieran Donnelly believes his young Fermanagh side are moving in the right direction.Watch live-streamed coverage as Down host Kerry in the National Hurling League Division Two A game at Ballycran.Watch live-streamed coverage as Down host Kerry in the National Hurling League Division Two A game at Ballycran.Find out more about our BBC Sport AppHelp & FAQs",negative,about 5 hours ago,liverpool,0,207,152,55
17,https://www.bbc.com/sport/get-inspired,Get Inspired,"BBC Sport and Public Health England bring you the free Couch to 5K smartphone app.St John's Deaf Ladies FC are a five-a-side team whose players are all profoundly deaf, and they explain why they don't see their deafness as a disability.How to get into basketball - a fun and fast-moving team sport that will burn up to 600 calories per hour.In the third of our 2019 series of #WorkoutWednesday routines, Great Britain's Olympic snowboarder Aimee Fuller takes you through her routine that improves your core strength.Jessica Ennis-Hill invites you to nominate your Get Inspired Unsung Hero for 2019. Deadline October 20.Scotland striker Erin Cuthbert and England defender Millie Bright take us through some of their favourite training drills and routines to help improve skills and fitness.Jessica Ennis-Hill invites you to nominate your Get Inspired Unsung Hero for 2019. Deadline October 20.Find out more about our BBC Sport AppHelp & FAQs",positive,8 months ago,liverpool,0,185,133,52
18,https://www.bbc.com/sport/horse-racing,Horse Racing,"Jockey Robbie Dunne's ban from horse racing for bullying fellow rider Bryony Frost is reduced on appeal to a total of 10 months from 18 months, with three suspended.Relive a thrilling final day of the 2022 Cheltenham Festival, as Rachael Blackmore stormed to Gold Cup success on A Plus Tard.Find out more about our BBC Sport AppHelp & FAQs",positive,10 minutes ago,liverpool,0,150,93,57
19,https://www.bbc.com/sport/mixed-martial-arts,Mixed Martial Arts,"Rising UFC star Paddy Pimblett says he is open to taking on the unbeaten Ilia Topuria in his next fight.Kevin Holland talks to BBC Sport before his welterweight bout against Alex Oliveira at UFC 272 in Las Vegas on Saturday.Former UFC middleweight champion Michael Bisping tells BBC Sport's Paul Battison he lost his ""identity"" after losing his vision in one eye.Former UFC middleweight champion Michael Bisping tells BBC Sport's Paul Battison he lost his ""identity"" after losing his vision in one eye.Find out more about our BBC Sport AppHelp & FAQs",positive,about 14 hours ago,liverpool,0,145,96,49
20,https://www.bbc.com/sport/motorsport,Motorsport,"Former speed skater Elise Christie is amongst the riders selected for the inaugural eScooter championship.After 432 grand prix starts, 115 wins and nine world titles, Valentino Rossi will retire from MotoGP after his final race in Valencia on Sunday - Victoria Turner on the end of an era in bike racing.From synthetic fuel to Extreme E, motorsport is getting greener, but is it enough to justify its existence in our race against the climate crisis?From synthetic fuel to Extreme E, motorsport is getting greener, but is it enough to justify its existence in our race against the climate crisis?Find out more about our BBC Sport AppHelp & FAQs",positive,1 day ago,liverpool,0,158,103,55
21,https://www.bbc.com/sport/netball,Netball,"Manchester Thunder extend their lead at the top of the table to three points and deal Loughborough Lightning their first defeat of the season with a 66-61 victory.Sport can act as a catalyst in how women view themselves after lockdown, Netball Scotland's Claire Nelson says.Sport can act as a catalyst in how women view themselves after lockdown, Netball Scotland's Claire Nelson says.Find out more about our BBC Sport AppHelp & FAQs",positive,2 days ago,liverpool,0,142,95,47
22,https://www.bbc.com/sport/olympics,Olympics,"Four-time Olympic champion Simone Biles says she ""should have quit way before Tokyo"" after withdrawing from five of her six finals in Japan.Dutchwoman Sifan Hassan wins the 10,000m to seal her second gold and third medal of the Tokyo Olympics.Sport climbing embodies the revised Olympic motto 'faster, higher, stronger, together' - but how has it fared on its Games debut?BBC Sport presents the key facts and figures from this summer's Olympic Games in Brazil.BBC Sport presents the key facts and figures from this summer's Olympic Games in Brazil.Find out more about our BBC Sport AppHelp & FAQs",positive,6 months ago,liverpool,0,179,134,45
23,https://www.bbc.com/sport/rugby-league,Rugby League,Bevan French will play his first game for Wigan Warriors since May 2021 in Thursday's Super League meeting with Hull FC.Dave Woods assesses St Helens' chances of retaining the Super League title - and examines the rest of the sides' prospects.Check out the BBC Sport Live Guide for details of all the forthcoming live rugby league on the BBC.Check out the BBC Sport Live Guide for details of all the forthcoming live rugby league on the BBC.Find out more about our BBC Sport AppHelp & FAQs,positive,about 21 hours ago,liverpool,0,151,91,60
24,https://www.bbc.com/sport/snooker,Snooker,"John Higgins labelled a thrilling comeback victory one of his ""best ever wins"", as he recovered to beat Zhao Xintong 10-9 in the first quarter-final of the Tour Championship in Llandudno.Described as snooker's Roger Federer by Ronnie O'Sullivan, UK champion Zhao Xintong is finally fulfilling his potential.Find out more about our BBC Sport AppHelp & FAQs",positive,1 day ago,liverpool,0,134,89,45
25,https://www.bbc.com/sport/swimming,Swimming,"The franchise-based International Swimming League (ISL) has postponed its fourth season until 2023, citing the war in Ukraine.Great Britain's Hector Pardoe thought he had ""lost an eye"" after taking an elbow to the face in the marathon swim, forcing him to pull out.Alice Dearing talks about getting more black people into swimming as part of in 1Xtra's Future Figures 2021 series for Black History Month.Find out more about our BBC Sport AppHelp & FAQs",positive,3 days ago,liverpool,0,153,103,50
26,https://www.bbc.com/sport/15890345,RSS Feed (Really Simple Syndication),"Last updated on 25 November 201125 November 2011.From the section SportIn a world heaving under the weight of billions of web pages, keeping up to date with the information you want can be a drag.Wouldn't it be better to have the latest news and features delivered directly to you, rather than clicking from site to site?Using RSS (Really Simple Syndication) allows you to see when sites from all over the internet have added new content. You can get the latest headlines and articles (or even audio files, photographs or video) in one place, as soon as they are published, without having to remember to visit each site every day.RSS takes the hassle out of staying up-to-date, by showing you the very latest information that you are interested in.RSS feeds are just a special kind of web page, designed to be read by computers rather than people. It might help to think of them as the free, internet version of the old-fashioned ticker-tape news wire machines.Not all websites currently provide RSS and not all sections of the BBC or BBC Sport website are available as feeds.In general, the first thing you need is something called a news reader.This is a piece of software that checks RSS feeds and lets you read any new articles that have been added to them. There are many different versions, some of which are accessed using a browser, and some of which are downloadable applications. Browser-based news readers let you catch up with your RSS feed subscriptions from any computer, whereas downloadable applications let you store them on your main computer, in the same way that you either download your e-mail using Outlook, or keep it on a web-based service like Hotmail.Once you have chosen a news reader, all you have to do is to decide what content you want to receive in your news reader, by finding and subscribing to the relevant RSS feeds. For example, if you would like the latest BBC Sport Cricket stories, simply visit the Cricket section and you will notice an orange RSS button.Most modern browsers, including Firefox, Opera, Internet Explorer, Safari and Chrome, automatically check for RSS feeds for you when you visit a website, and display the orange RSS icon when they find one. This can make subscribing to RSS feeds much easier. For more details on these, please check their websites.The BBC is not responsible for the content of external internet sitesNewzCrawler (Windows)external-linkAwasu (Windows)external-linkNewsFire (Mac OS X)external-linkNetNewsWire (Mac OS X)external-linkBloglines (Web)external-linkMy Yahoo (Web)external-linkNewsGator (Web)external-linkGoogle (Other)external-linkThere is a range of different news readers available and new versions are appearing all the time.Different news readers work on different operating systems, so you will need to choose one that will work with your computer.Once you have chosen a news reader, all you have to do is to decide what content you want it to receive.If you click on the RSS button you can subscribe to the feed in various ways, including by dragging the URL of the feed into your news reader or by cutting and pasting the same URL into a new feed in your news reader.If you run your own website, you can use RSS feeds to display the latest headlines from other sites on your site.We encourage the use of BBC Sport RSS feeds as part of a website, subject to our Terms of Use.However, we do require that the proper format and attribution is used when BBC Sport content appears. The attribution text should read ""BBC Sport"" or ""From BBC Sport"" as appropriate. You may not use any BBC logo or other BBC trademark.We reserve the right to prevent the distribution of BBC Sport content. Please read our Terms of Use for further instructions.The BBC does not accept any liability for its RSS feeds. Please see the Terms of Use for full details.For information on BBC News RSS feeds, please click here.",positive,25 November 2011,liverpool,0,122,71,51
27,https://www.bbc.com/sport/15561348,"BBC Sport: Contact, Help & FAQs","From the section SportIf you have a question about BBC Sport, please visit the relevant page from the options below first.Details of our live TV and online sport coverage for the week can be found in our live guide.To see which live events BBC 5 Live and 5 Live Sports Extra are commentating on in the week ahead, please visit this page.To view all our TV and Red Button sports programming available on iPlayer, please visit this page.To listen to all our radio sports programming available on iPlayer, please visit this page.To access all our sports podcasts, please visit this page.For information on the mobile app, including where you can download it from and details of recent updates please visit this page.Please visit this page to learn more about the BBC Red Button and the BBC Sport App for Connected TV including what we offer and how you can access these services on your TV.If you wish to make a formal complaint, please go to our complaints website. Any feedback you have on our TV, radio and online offering should also be sent via the complaints website so that it is properly recorded in the BBC's audience log. Our BBC editorial guidelines are also available online.For a list of popular audience questions that the BBC Sport website have already answered, go here.Alternatively, see if your question has been answered by the main BBC Contact site.",positive,about 1 hour ago,liverpool,0,121,72,49
28,https://www.bbc.com/sport/football/gossip,"Transfer rumours: Werner, Antony, Pogba, Nunez, Eriksen, Bellingham","Last updated on 14 hours ago14 hours ago.From the section GossipGermany forward Timo Werner wants to leave Chelsea and the Blues will not stand in the 26-year-old's way - as long as their price tag of 40m euros (£33m) is met. (Sport1)external-linkIf Erik ten Hag takes over as Manchester United manager, he is keen on signing Brazil winger Antony, 22, from his current club Ajax. (Telegraph)external-linkManchester United and France midfielder Paul Pogba, 29, will need to take a significant pay cut if he wants to rejoin Juventus this summer. (Calciomercato - via Mail)external-linkBenfica striker Darwin Nunez, 22, who is a target for Tottenham, will only be allowed to leave for a deal worth over 80m euros (£67m) this summer. (O Jogo - via Sport Witness)external-linkArsenal have made an offer for Feyenoord and Colombia winger Luis Sinisterra, 22. (Corriere dello Sport - in Italian)external-linkReal Madrid have identified Borussia Dortmund and England midfielder Jude Bellingham as a target, despite strong links between the 18-year-old and a move to Liverpool. (Bild)external-linkBrentford want to extend the six-month deal Denmark midfielder Christian Eriksen, 30, signed with the club. (Times)external-linkManchester United's 21-year-old English defender Brandon Williams - currently on loan at Norwich - says there would be ""no point"" in him returning to Old Trafford to be a substitute. (Mail)external-linkBarcelona have not yet made an offer for Leeds forward Raphinha, but personal terms have been discussed with the 25-year-old's agent. The Brazilian winger only has a clause in his contract to determine his price if his club are relegated. (Fabrizio Romano)external-linkChelsea will join the race to sign Argentina striker Paulo Dybala, 28, on a free transfer from Juventus once the club's takeover is complete. (90Min)external-linkGareth Bale, 32, could sign a short-term deal with a new club after leaving Real Madrid this summer and retire immediately after the World Cup, should Wales qualify. (Standard)external-linkBarcelona hope to make the loan signing of Spain winger Adama Traore, 26, from Wolves permanent. (RAC 1 - via Goal)external-linkThe Croatian player with a very bright future...Atletico Madrid could extend 31-year-old France forward Antoine's Griezmann's loan stay from Barcelona but are not prepared to let Portugal forward Joao Felix, 22, move to the Spanish giants. (Goal)external-linkLiverpool and Chelsea are interested in Paris St-Germain's 17-year-old French playmaker Ismael Gharbi. (Goal)external-linkLiverpool and Real Madrid are considering a move for Porto's 22-year-old Portuguese midfielder Vitinha. (Defensa Central - in Spanish)external-linkFiorentina are keen on Manchester United and Portugal full-back Diogo Dalot, 23. (Firenze Viola - in Italian)external-linkArsenal are ready to let 26-year-old Uruguayan midfielder Lucas Torreira - currently on loan at Fiorentina - leave permanently in the summer, while 29-year-old Egyptian midfielder Mohamed Elneny is also set to depart. (Fabrizio Romano)external-linkBrighton are the latest English club to show interest in 16-year-old Scottish striker Rory Wilson, who has scored 40 goals for Rangers' youth sides this season - and has been linked heavily with Aston Villa. (Scottish Daily Express)external-linkThe Seagulls have also made a £250,000 bid for Kilmarnock's 16-year-old Scotland U17 defender Charlie McArthur, who is interesting Wolves and West Ham. (Record)external-linkBarcelona have opened talks with Ousmane Dembele, 24, over a new contract. The France forward has been linked with a free transfer move to Paris St-Germain or Chelsea when his current deal expires this summer. (Mail)external-linkTo understand what Putin might do in the future, we need to understand his past...Police investigate an extremely violent gang in Devon's drug economyPeter Bleksley sets out to find Kevin Parle, a man connected to murders in LiverpoolEverything you need to know to make sure you never miss a moment.The latest rumours and stories from around the world of football.Analysis and opinion from our chief football writer.How to get into football - the most popular sport in the world, with clubs and facilities throughout the UK.",positive,14 hours ago,liverpool,4,164,81,83
