,Hashtag,Username,Date,Tweet,retweet,Word_count,Key_word_count,Sentiment,RelateHashtag,Followers_count,tweet link
11,#Liverpool,BlackQueenLara,2022-05-02 23:05:55,spotted many liverpool fans in my paris yesterday female livfans are so pretty that their males intrigued by averagelooking parisians im letting tearsofjoy after witnessing faith in action in lfc for taxis have your address ready in barstoolsportsbook bgt,1,115,1,positive,"['#Liverpool', '#Paris', '#LIVFans', '#TearsOfJoy', '#FAITH', '#LFC', '#TAXIS', '#BarstoolSportsbook', '#BGT']",9701,https://twitter.com/twitter/statuses/1521264753854885890
12,#Liverpool,MyWeather_LVC,2022-05-02 23:00:19,liverpool overcast for the hour 10c with cloudy mostly cloudy throughout the day with highs of 10c myweather,0,54,1,positive,"['#Liverpool', '#MyWeather']",177,https://twitter.com/twitter/statuses/1521263342781968389
13,#Liverpool,BenficaSenhor,2022-05-02 23:00:02,darwin nunez move from benfica to liverpool assumed to be almost done states reliable journalistbenfica wearebenfica pelobenfica nossobenfica liverpool darwinnunez,0,58,2,neutral,"['#benfica', '#wearebenfica', '#pelobenfica', '#nossobenfica', '#liverpool', '#darwinnunez']",452,https://twitter.com/twitter/statuses/1521263273072541698
14,#Liverpool,UTO1867,2022-05-02 22:58:50,blondie in liverpool tonight were incrediblejohnnymarr was incredible amp seeing glenmatlock was the icing on the cake really,0,52,1,neutral,"['#Blondie', '#Liverpool', '#JohnnyMarr', '#GlenMatlock']",240,https://twitter.com/twitter/statuses/1521262970206048257
15,#Liverpool,fcangelov,2022-05-02 22:53:14,fifa 22 villarreal vs liverpool ps4 gameplay hd 60fps fifa22 liverpool villarrealliverpool villarreal championsleague 03may2022 levnsg levntsg,1,54,2,neutral,"['#FIFA', '#Liverpool', '#VillarrealLiverpool', '#Villarreal', '#ChampionsLeague', '#levnsg', '#levntsg']",32,https://twitter.com/twitter/statuses/1521261559082889220
16,#Liverpool,JnelenD,2022-05-02 22:50:08,finally made a decision im officially a liverpool fan liverpool football soccer newbie,0,37,2,neutral,"['#liverpool', '#football', '#soccer', '#newbie']",24,https://twitter.com/twitter/statuses/1521260782679437313
17,#Liverpool,ManuVenugopalan,2022-05-02 22:42:17,dear please give advice to liverpool we didnt seek your advice,0,31,1,neutral,['#Liverpool'],10,https://twitter.com/twitter/statuses/1521258806105231365
18,#Liverpool,GranniesGnome,2022-05-02 22:40:30,expoliceofficer currentpastorliverpool retford gainsboroughmanofgod ray peelarrested online groomingpredator stung,1,25,0,negative,"['#ExPoliceOfficer', '#CurrentPastor', '#Liverpool', '#Retford', '#Gainsborough', '#ManOfGod', '#arrested', '#OnLine', '#Grooming', '#predator', '#Stung']",306,https://twitter.com/twitter/statuses/1521258357713215493
19,#Liverpool,BlackQueenLara,2022-05-02 22:39:11,waitamin wt hows the hillborough tragedy connected to the only footballclubs i like as i am a liverpool fan amp a new crystalpalaces friend ill investigate this tomorrow or later cause i do all i can not to be fretting on any lfc matchday,1,130,1,positive,"['#WaitAMin', '#WT', '#Hillborough', '#FootballClubs', '#Liverpool', ""#CrystalPalace's"", '#LFC', '#MatchDay']",9735,https://twitter.com/twitter/statuses/1521258024710688769
20,#Liverpool,KimJo32008,2022-05-02 22:29:19,live music great for the soul fabulous show fabulous venue philharmonic liverpool bankholidaymonday,0,37,1,positive,"['#philharmonic', '#Liverpool', '#BankHolidayMonday']",176,https://twitter.com/twitter/statuses/1521255543473680386
21,#Liverpool,MattiasArvidss1,2022-05-02 22:27:04,good night ladies and gentlemen one more sleep sweet dreams villiv lfc ynwa jft97 liverpool liverpoolfc klopp,3,50,1,positive,"['#VILLIV', '#LFC', '#YNWA', '#JFT', '#Liverpool', '#LiverpoolFC', '#Klopp']",13369,https://twitter.com/twitter/statuses/1521254977469132800
22,#Liverpool,obd_hd,2022-05-02 22:26:02,lionel messi all goals for argentinaoriginal video messi psg championsleague argentina liverpool villarreal realmadrid manchestercity manchesterunited,0,46,1,neutral,"['#Messi', '#PSG', '#ChampionsLeague', '#Argentina', '#Liverpool', '#Villarreal', '#RealMadrid', '#ManchesterCity', '#ManchesterUnited']",1,https://twitter.com/twitter/statuses/1521254714633076736
23,#Liverpool,Msrockscorpion,2022-05-02 22:25:56,what a concert you were amazing liverpool,0,19,1,neutral,['#Liverpool'],389,https://twitter.com/twitter/statuses/1521254690838786049
24,#Liverpool,cards_rock,2022-05-02 22:21:40,liverpool fans can get this print from my etsy at the link belowliverpool liverpoolfans klopp salah anfield champ champs ucl thekop kop reds soccer etsy anfieldroad,0,76,1,neutral,"['#liverpool', '#liverpoolfans', '#klopp', '#salah', '#anfield', '#champ', '#champs', '#ucl', '#thekop', '#kop', '#reds', '#soccer', '#etsy', '#anfieldroad']",819,https://twitter.com/twitter/statuses/1521253615381397515
25,#Liverpool,RTHondavehanson,2022-05-02 22:12:33,a bit of 7080s rocki bought blondie parallellines when jim callaghan was pm but tonight seen live at liverpool great voicegreat presence fantastic band amp special mention for drumming by burke which was top nice touch to play some beatles alsowhats not to like,1,131,1,positive,"['#blondie', '#parallellines', '#liverpool', '#beatles']",19180,https://twitter.com/twitter/statuses/1521251323819270144
26,#Liverpool,LifeAutism,2022-05-02 22:09:35,how cute is our little liverbird liverpool lfc football liverbird cute lds smad3,0,38,1,positive,"['#Liverpool', '#LFC', '#football', '#Liverbird', '#cute', '#LDS', '#smad']",2118,https://twitter.com/twitter/statuses/1521250577669410819
27,#Liverpool,MidnightinLond,2022-05-02 22:09:17,kaiser chiefs uk tour 2022 219nov 2022tix kaiserchiefs kaiserchiefstickets ticketmaster ticketmasterapp ticketmasteruk london birmingham liverpool cardiff glasgow nottingham unitedkingdom thesherocks thefratellis metgala2022,0,67,1,neutral,"['#kaiserchiefs', '#kaiserchiefstickets', '#ticketmaster', '#ticketmasterapp', '#ticketmasteruk', '#london', '#birmingham', '#liverpool', '#cardiff', '#glasgow', '#nottingham', '#unitedkingdom', '#thesherocks', '#thefratellis', '#MetGala']",510,https://twitter.com/twitter/statuses/1521250500045418496
28,#Liverpool,PENTOTHEWORLD,2022-05-02 22:09:11,champions league we take nothing for granted klopp speaks ahead of trip to villarrealliverpool klopp,0,43,0,neutral,"['#Liverpool', '#Klopp']",9,https://twitter.com/twitter/statuses/1521250475764588544
29,#Liverpool,bessconference,2022-05-02 22:08:59,bess2022 good night all only 24 hours to go until our early bird closeswho else is looking forward to bess2022 liverpool,1,63,1,positive,"['#bess', '#bess', '#Liverpool']",2374,https://twitter.com/twitter/statuses/1521250425764257793
30,#Liverpool,ftlowrestling,2022-05-02 22:08:03,check out at the showyou never know who could show upadamscherr braunstrowman futureshockwrestling wwe wrestling wrestlingcommunity wrestlingtwitter comiccon liverpool ftlow ftlowrestling fortheloveofwrestling,1,64,1,neutral,"['#AdamScherr', '#BraunStrowman', '#FutureShockWrestling', '#WWE', '#wrestling', '#WrestlingCommunity', '#WrestlingTwitter', '#ComicCon', '#Liverpool', '#FTLOW', '#ftlowrestling', '#ForTheLoveofWrestling']",8388,https://twitter.com/twitter/statuses/1521250188962246656
31,#Liverpool,HousePartyRadio,2022-05-02 22:04:49,onair flow radio show with webmobilealexa house and techo netherlandsbigtunes anthems share like liverpool housemusic housepartyradio live,0,49,1,positive,"['#OnAir', '#house', '#and', '#techo', '#netherlands', '#bigtunes', '#anthems', '#share', '#like', '#liverpool', '#housemusic', '#housepartyradio', '#live']",144,https://twitter.com/twitter/statuses/1521249376404127744
32,#Liverpool,BlackQueenLara,2022-05-02 22:03:25,neighbour who was psg fan as a teen whos now a lfc fan for 2 weeks felt inwith thiago diaz sadio jota salah ibou called hes getting our tickets now 4 liverpools championleagues final i how hes sure lfc will go all the way ex psgfan mad a unkown ginis paid,1,151,0,negative,"['#PSG', '#Lfc', '#Thiago', '#Salah', ""#Liverpool's"", ""#ChampionLeague's"", '#FINAL', '#LFC', ""#Gini's""]",9735,https://twitter.com/twitter/statuses/1521249022757023745
33,#Liverpool,block_football,2022-05-02 22:00:51,champions league semi final villarreal vs liverpool 2nd leg whos going to the final championsleague finals liverpool villarreal uefa football p2e metaverse,4,67,2,neutral,"['#Championsleague', '#Finals', '#Liverpool', '#Villarreal', '#UEFA', '#Football', '#P', '#Metaverse']",10228,https://twitter.com/twitter/statuses/1521248377220079619
34,#Liverpool,theparleh,2022-05-02 22:00:18,liverpool to extend their perfect away form in europe this season check out s picks liverpool moneyline amp over 2 total goals 300ucl lfc villarreal sportsbetting,1,77,2,positive,"['#Liverpool', '#UCL', '#LFC', '#Villarreal', '#SportsBetting']",2109,https://twitter.com/twitter/statuses/1521248238296305664
35,#Liverpool,footballitalia,2022-05-02 21:59:22,walter mazzarri has been officially dismissed by cagliari further damaging his cv following the heights of his career with napoli mazzarri cagliari liverpool lfc seriea calcio,1,76,1,neutral,"['#Mazzarri', '#Cagliari', '#Liverpool', '#LFC', '#SerieA', '#Calcio']",190852,https://twitter.com/twitter/statuses/1521248005873098755
36,#Liverpool,GoonersGuide,2022-05-02 21:49:57,20220503 ucl championsleague villarreal vs liverpool football betting pick link,0,28,1,neutral,"['#UCL', '#ChampionsLeague', '#Villarreal', '#Liverpool']",3603,https://twitter.com/twitter/statuses/1521245635462057984
37,#Liverpool,RousingTheKop,2022-05-02 21:48:38,data analysts give liverpools percentage chance of winning the premier league or champions league lfc ynwa liverpool,2,49,1,positive,"['#lfc', '#ynwa', '#liverpool']",25950,https://twitter.com/twitter/statuses/1521245303357247489
38,#Liverpool,DavidMaynard32,2022-05-02 21:45:23,given recent form it will be typical arsenal to lose against leeds beat spurs and lose to newcastle and everton equally typical spurs to beat liverpool and lose to burnley and norwich and arsenal still get 4th what a funny old season it has been,1,134,1,positive,"['#Arsenal', '#Leeds', '#Spurs', '#Newcastle', '#Everton', '#Liverpool', '#Burnley', '#Norwich']",113,https://twitter.com/twitter/statuses/1521244486239768578
39,#Liverpool,ROICapper1,2022-05-02 21:43:06,135 12 885 last 236 freeplays 65 all likes amp retweets are appreciated to show support championsleague liverpool villarreal sportsbettingadvice sportsbets sportsbettor sportsbetting uefa soccer,6,73,1,neutral,"['#FreePlays', '#championsleague', '#liverpool', '#villarreal', '#sportsbettingadvice', '#sportsbets', '#sportsbettor', '#sportsbetting', '#uefa', '#soccer']",3702,https://twitter.com/twitter/statuses/1521243910793834503
40,#Liverpool,BlackQueenLara,2022-05-02 21:29:36,giniwijnaldums character was absolutely not compatible with the collective character of liverpool in plain english gini was a pain in the a but i couldnt say it hes a somehow my nig listen my neighbor whos was a psg fan since childhood never heard of him says it all,0,145,1,negative,"[""#GiniWijnaldum's"", '#Liverpool', '#Gini']",9735,https://twitter.com/twitter/statuses/1521240513319481346
41,#Liverpool,arrowcarrepairs,2022-05-02 21:27:11,mot test we are ready to diagnose and get repair and ready your car for mot test at the right priceit isacrliverpool mottest carservice carrepairs cargarage liverpool wavertree servicecenter carbattery battery carexhaust airconditioning,0,97,1,positive,"['#acr', '#MOTTest', '#CarService', '#CarRepairs', '#CarGarage', '#liverpool', '#wavertree', '#ServiceCenter', '#CarBattery', '#Battery', '#CarExhaust', '#AirConditioning']",313,https://twitter.com/twitter/statuses/1521239905246056448
42,#Liverpool,FLPowerRankings,2022-05-02 21:26:42,theyve been teetering on it for weeks and tonight mancity snatch top spot from liverpool but can they hold on to it1 2 3 4 5 full table,1,83,1,positive,"['#ManCity', '#Liverpool']",2386,https://twitter.com/twitter/statuses/1521239786102693890
43,#Liverpool,ICDb_tv,2022-05-02 21:26:12,villarreal vs liverpool is on bbc radio 5 live cocommentator is chris sutton for more details see villarreal liverpool bbcradiolive,0,58,2,positive,"['#Villarreal', '#Liverpool', '#BBCRADIOLIVE']",1336,https://twitter.com/twitter/statuses/1521239659992518656
44,#Liverpool,ICDb_tv,2022-05-02 21:25:28,villarreal vs liverpool is on bbc radio 5 live with commentary from ian dennis for more details see villarreal liverpool bbcradiolive,0,61,2,positive,"['#Villarreal', '#Liverpool', '#BBCRADIOLIVE']",1336,https://twitter.com/twitter/statuses/1521239473807372291
45,#Liverpool,LBNdaily,2022-05-02 21:22:19,berkeley shaw group has almost 1bn worth of residential properties under management and is moving into a new 10000 sq ft headquarters in liverpool city centre as part of its ambitious expansion plan liverpool business news,1,107,2,positive,['#Liverpool'],5512,https://twitter.com/twitter/statuses/1521238682036060162
46,#Liverpool,tonymc39,2022-05-02 21:22:00,berkeley shaw group has almost 1bn worth of residential properties under management and is moving into a new 10000 sq ft headquarters in liverpool city centre as part of its ambitious expansion plan liverpool business news,0,107,2,positive,['#Liverpool'],13991,https://twitter.com/twitter/statuses/1521238599978606593
47,#Liverpool,TGoalpost,2022-05-02 21:18:28,liverpool have offered james milner a contract extension until 2023 two premier league sides are interested in signing the experienced 36yearold thegoalpostnews lfc liverpool liverpoolfc jamesmilner milner premierleague transfers transfernews,0,89,2,neutral,"['#TheGoalpostNews', '#LFC', '#Liverpool', '#LiverpoolFC', '#JamesMilner', '#Milner', '#PremierLeague', '#Transfers', '#TransferNews']",1534,https://twitter.com/twitter/statuses/1521237710589116422
48,#Liverpool,DukeofYorkMayf,2022-05-02 21:11:48,doymayfair livesport uefa championsleague semifinal advantageliverpool after firstlegwin can villarreal bring it back with six player changes tues 3rd may 00 villarreal vs liverpool grabyourmates as 3floors greatatmosphere bookyourpremierseatsnow,0,87,1,neutral,"['#doymayfair', '#livesport', '#UEFA', '#championsleague', '#semi', '#advantageliverpool', '#firstlegwin', '#Villarreal', '#Villarreal', '#Liverpool', '#grabyourmates', '#greatatmosphere', '#bookyourpremierseatsnow']",6,https://twitter.com/twitter/statuses/1521236032565301253
49,#Liverpool,kboresli1,2022-05-02 21:10:42,youri tielemans has set his heart on a move to spain despite interest from liverpool arsenal manchesterunited and tottenhamsource daily mail,0,61,1,neutral,"['#Liverpool', '#Arsenal', '#ManchesterUnited', '#Tottenham']",1233,https://twitter.com/twitter/statuses/1521235758765551617
50,#Liverpool,dejiplus,2022-05-02 21:07:30,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234952792252417
51,#Liverpool,dejiplus,2022-05-02 21:06:53,xtra ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,97,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234797166743554
52,#Liverpool,dejiplus,2022-05-02 21:05:47,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234520489566211
53,#Liverpool,StMarksM12,2022-05-02 21:05:08,lfc 5832 season ticket holders from liverpool 5832 tho scouse not english apparently absolute full of shite kopites are gobshites,1,58,1,positive,"['#LFC', '#Liverpool', '#Scouse', '#kopites']",533,https://twitter.com/twitter/statuses/1521234356899090437
54,#Liverpool,dejiplus,2022-05-02 21:05:07,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234354311208960
55,#Liverpool,JAC0B_AFC,2022-05-02 21:04:33,which team will win the league pl premierleague mancity liverpool,1,28,1,positive,"['#PL', '#PremierLeague', '#ManCity', '#Liverpool']",1077,https://twitter.com/twitter/statuses/1521234210937266176
56,#Liverpool,dejiplus,2022-05-02 21:04:25,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234176506224640
57,#Liverpool,dejiplus,2022-05-02 21:03:43,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521234001654173697
58,#Liverpool,DukeofYorkMayf,2022-05-02 21:03:04,midweekfootball doymayfair uefachampionsleague semifinal secondleg livesport advantageliverpoolafteranfieldwin villarreal vs liverpool tues 3rd may 00 bookyourpremierseatsnow or bringyourmayes gethereearly goingtobeagreatgame with greatatmosphere 3floors,0,66,1,neutral,"['#midweekfootball', '#doymayfair', '#UEFAchampionsleague', '#semi', '#secondleg', '#livesport', '#advantageliverpoolafteranfieldwin', '#villarreal', '#liverpool', '#bookyourpremierseatsnow', '#bringyourmayes', '#gethereearly', '#goingtobeagreatgame', '#greatatmosphere']",6,https://twitter.com/twitter/statuses/1521233838352916480
59,#Liverpool,dejiplus,2022-05-02 21:03:03,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521233833164787714
60,#Liverpool,HousePartyRadio,2022-05-02 21:01:24,onair in session with webmobilealexa house hop progressive electronica trip trance psychedelic uk londonbigtunes anthems share like liverpool housemusic housepartyradio live,0,61,1,positive,"['#OnAir', '#house', '#hop', '#progressive', '#electronica', '#trip', '#trance', '#psychedelic', '#uk', '#london', '#bigtunes', '#anthems', '#share', '#like', '#liverpool', '#housemusic', '#housepartyradio', '#live']",144,https://twitter.com/twitter/statuses/1521233415680450561
61,#Liverpool,cryptomillionup,2022-05-02 21:00:04,safely insured insurance your wayukcities uk architecture london liverpool yorkshire birmingham lovers architecturephotography england edinburgh liverpoolcity bristol chester tour ascotraces ascot belfast bristoluk,1,67,1,positive,"['#ukcities', '#uk', '#architecture', '#london', '#liverpool', '#yorkshire', '#birmingham', '#lovers', '#architecturephotography', '#england', '#edinburgh', '#liverpoolcity', '#bristol', '#chester', '#tour', '#ascotraces', '#ascot', '#belfast', '#bristoluk']",52,https://twitter.com/twitter/statuses/1521233082250145793
62,#Liverpool,AdanRodrguez12,2022-05-02 21:00:01,its only a matter of days before my historical and legendary first world team liverpool won the championsleague 2022 on may 28 and to mention that in 1984 liverpool won the fourth championsleague in history because pure quality sports here pure real sport here,0,130,2,positive,"['#Liverpool', '#ChampionsLeague', '#Liverpool', '#ChampionsLeague']",0,https://twitter.com/twitter/statuses/1521233067280580614
63,#Liverpool,IL_712_,2022-05-02 20:59:50,22 prime exampleklopp played with lewandowski and wingers for borussiadortmund but plays with inverted wingers and false 9 usually firmino at liverpool munbre,0,67,1,negative,"['#BorussiaDortmund', '#Liverpool', '#MUNBRE']",9,https://twitter.com/twitter/statuses/1521233021239709696
64,#Liverpool,dejiplus,2022-05-02 20:58:14,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521232620025176065
65,#Liverpool,dejiplus,2022-05-02 20:57:40,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521232477024567302
66,#Liverpool,dejiplus,2022-05-02 20:57:23,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521232407176912896
67,#Liverpool,benoticedsigns,2022-05-02 20:56:08,liverpool openrentcouk estateagent tolet property house flat,0,19,1,negative,"['#Liverpool', '#estateagent', '#tolet', '#property', '#house', '#flat']",528,https://twitter.com/twitter/statuses/1521232090964140033
68,#Liverpool,FindShowsNearMe,2022-05-02 20:55:17,5sos have rescheduled the uk and european leg of their no shame tour to summer 2022 see them in jun in belfast london cardiff liverpool plymouth birmingham glasgow leeds dublin,0,89,1,neutral,"['#Belfast', '#London', '#Cardiff', '#Liverpool', '#Plymouth', '#Birmingham', '#Glasgow', '#Leeds', '#Dublin']",4883,https://twitter.com/twitter/statuses/1521231877075578880
69,#Liverpool,boodsbants,2022-05-02 20:55:09,man utd playing glory glory man utdafter the game has got mecongratulations on securing europa ladsmanunited mufc mancity liverpool,1,55,1,negative,"['#ManUnited', '#mufc', '#mancity', '#liverpool']",314,https://twitter.com/twitter/statuses/1521231844641021958
70,#Liverpool,DaveGraha,2022-05-02 20:52:24,skylark whimbrel and shelduck in flight at a dull garston cr today liverpool mersey,2,40,1,negative,"['#Liverpool', '#Mersey']",471,https://twitter.com/twitter/statuses/1521231153537110016
71,#Liverpool,BlackQueenLara,2022-05-02 20:51:26,as long as the threat villareal is still here i must pray not to out i got the choice to make 1 of these thoughts dominant in my1 villareals so strong it sank juve amp bayern 2 liverpools so strong its afraid of no one i choose 2 repeat it at bad thought,2,158,0,negative,"['#Villareal', '#Juve', '#Bayern', ""#Liverpool's""]",9735,https://twitter.com/twitter/statuses/1521230907721531392
72,#Liverpool,dejiplus,2022-05-02 20:50:04,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521230566493929475
73,#Liverpool,dejiplus,2022-05-02 20:47:28,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521229909561122821
74,#Liverpool,dejiplus,2022-05-02 20:47:04,ucl mancity vs villarreal final of more value than regular realmadrid vs liverpool final livvil rmamci realmadridmancity madrid dont lose finals de ja vu if liverpool meets real in the final munbre,0,94,2,positive,"['#UCL', '#ManCity', '#Villarreal', '#RealMadrid', '#Liverpool', '#LIVVIL', '#RMAMCI', '#Realmadridmancity', '#MUNBRE']",498,https://twitter.com/twitter/statuses/1521229809300480001
